season,team1,team2,toss_winner,toss_decision,venue,winner,result,result_margin,target_runs
18,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bengaluru,wickets,7.0,158.0
18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",Mumbai Indians,wickets,9.0,177.0
18,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",Gujarat Titans,runs,39.0,199.0
18,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,wickets,8.0,160.0
18,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,wickets,7.0,144.0
18,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,runs,11.0,206.0
18,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,wickets,5.0,155.0
18,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Eden Gardens, Kolkata",,no result,,
18,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,"Wankhede Stadium, Mumbai",Mumbai Indians,runs,54.0,216.0
18,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,wickets,6.0,163.0
18,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,wickets,8.0,210.0
18,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,runs,14.0,205.0
18,Chennai Super Kings,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,wickets,4.0,191.0
18,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,runs,100.0,218.0
18,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,runs,38.0,225.0
18,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,runs,2.0,214.0
18,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,runs,1.0,207.0
18,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",Kolkata Knight Riders,runs,37.0,237.0
18,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,no result,,
18,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",Gujarat Titans,wickets,3.0,156.0
18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata",Chennai Super Kings,wickets,2.0,180.0
18,Punjab Kings,Delhi Capitals,Punjab Kings,bat,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,abandoned,,
18,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",Gujarat Titans,runs,10.0,220.0
18,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,wickets,10.0,200.0
18,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,wickets,6.0,206.0
18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,wickets,6.0,188.0
18,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",Mumbai Indians,runs,59.0,181.0
18,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,runs,33.0,236.0
18,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,runs,42.0,232.0
18,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,wickets,6.0,207.0
18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,runs,83.0,231.0
18,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,runs,110.0,279.0
18,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,wickets,7.0,185.0
18,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,wickets,6.0,228.0
18,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bengaluru,wickets,8.0,102.0
18,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Mumbai Indians,runs,20.0,229.0
18,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,wickets,5.0,204.0
18,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,runs,6.0,191.0
